arxiv_id,arxiv_base_id,title,authors,year,published,updated,abstract,categories,abs_url,pdf_url,source_query,pdf_path,text_path,download_status,extract_status,text_chars,is_anchor
2105.07377v2,2105.07377,Set2setRank: Collaborative Set to Set Ranking for Implicit Feedback based Recommendation,Lei Chen; Le Wu; Kun Zhang; Richang Hong; Meng Wang,2021,2021-05-16T08:06:22Z,2021-05-26T08:00:02Z,"As users often express their preferences with binary behavior data~(implicit feedback), such as clicking items or buying products, implicit feedback based Collaborative Filtering~(CF) models predict the top ranked items a user might like by leveraging implicit user-item interaction data. For each user, the implicit feedback is divided into two sets: an observed item set with limited observed behaviors, and a large unobserved item set that is mixed with negative item behaviors and unknown behaviors. Given any user preference prediction model, researchers either designed ranking based optimization goals or relied on negative item mining techniques for better optimization. Despite the performance gain of these implicit feedback based models, the recommendation results are still far from satisfactory due to the sparsity of the observed item set for each user. To this end, in this paper, we explore the unique characteristics of the implicit feedback and propose Set2setRank framework for recommendation. The optimization criteria of Set2setRank are two folds: First, we design an item to an item set comparison that encourages each observed item from the sampled observed set is ranked higher than any unobserved item from the sampled unobserved set. Second, we model set level comparison that encourages a margin between the distance summarized from the observed item set and the most ""hard"" unobserved item from the sampled negative set. Further, an adaptive sampling technique is designed to implement these two goals. We have to note that our proposed framework is model-agnostic and can be easily applied to most recommendation prediction approaches, and is time efficient in practice. Finally, extensive experiments on three real-world datasets demonstrate the superiority of our proposed approach.",cs.IR; cs.AI,http://arxiv.org/abs/2105.07377v2,https://arxiv.org/pdf/2105.07377v2,"cat:cs.IR AND all:""implicit feedback""",data/raw/pdfs/2105.07377.pdf,data/processed/texts/2105.07377.txt,already_exists,extracted,55843,False
2008.07577v1,2008.07577,Joint Variational Autoencoders for Recommendation with Implicit Feedback,Bahare Askari; Jaroslaw Szlichta; Amirali Salehi-Abari,2020,2020-08-17T19:06:31Z,2020-08-17T19:06:31Z,"Variational Autoencoders (VAEs) have recently shown promising performance in collaborative filtering with implicit feedback. These existing recommendation models learn user representations to reconstruct or predict user preferences. We introduce joint variational autoencoders (JoVA), an ensemble of two VAEs, in which VAEs jointly learn both user and item representations and collectively reconstruct and predict user preferences. This design allows JoVA to capture user-user and item-item correlations simultaneously. By extending the objective function of JoVA with a hinge-based pairwise loss function (JoVA-Hinge), we further specialize it for top-k recommendation with implicit feedback. Our extensive experiments on several real-world datasets show that JoVA-Hinge outperforms a broad set of state-of-the-art collaborative filtering methods, under a variety of commonly-used metrics. Our empirical results also confirm the outperformance of JoVA-Hinge over existing methods for cold-start users with a limited number of training data.",cs.LG; cs.IR; stat.ML,http://arxiv.org/abs/2008.07577v1,https://arxiv.org/pdf/2008.07577v1,"cat:cs.IR AND all:""implicit feedback""",data/raw/pdfs/2008.07577.pdf,data/processed/texts/2008.07577.txt,already_exists,extracted,35752,False
2505.02492v1,2505.02492,Uncertainty in Repeated Implicit Feedback as a Measure of Reliability,Bruno Sguerra; Viet-Anh Tran; Romain Hennequin; Manuel Moussallam,2025,2025-05-05T09:18:47Z,2025-05-05T09:18:47Z,"Recommender systems rely heavily on user feedback to learn effective user and item representations. Despite their widespread adoption, limited attention has been given to the uncertainty inherent in the feedback used to train these systems. Both implicit and explicit feedback are prone to noise due to the variability in human interactions, with implicit feedback being particularly challenging. In collaborative filtering, the reliability of interaction signals is critical, as these signals determine user and item similarities. Thus, deriving accurate confidence measures from implicit feedback is essential for ensuring the reliability of these signals. A common assumption in academia and industry is that repeated interactions indicate stronger user interest, increasing confidence in preference estimates. However, in domains such as music streaming, repeated consumption can shift user preferences over time due to factors like satiation and exposure. While literature on repeated consumption acknowledges these dynamics, they are often overlooked when deriving confidence scores for implicit feedback. This paper addresses this gap by focusing on music streaming, where repeated interactions are frequent and quantifiable. We analyze how repetition patterns intersect with key factors influencing user interest and develop methods to quantify the associated uncertainty. These uncertainty measures are then integrated as consistency metrics in a recommendation task. Our empirical results show that incorporating uncertainty into user preference models yields more accurate and relevant recommendations. Key contributions include a comprehensive analysis of uncertainty in repeated consumption patterns, the release of a novel dataset, and a Bayesian model for implicit listening feedback.",cs.IR,http://arxiv.org/abs/2505.02492v1,https://arxiv.org/pdf/2505.02492v1,"cat:cs.IR AND all:""implicit feedback""",data/raw/pdfs/2505.02492.pdf,data/processed/texts/2505.02492.txt,already_exists,extracted,47368,False
1901.00597v1,1901.00597,Pseudo-Implicit Feedback for Alleviating Data Sparsity in Top-K Recommendation,Yun He; Haochen Chen; Ziwei Zhu; James Caverlee,2019,2019-01-03T03:28:40Z,2019-01-03T03:28:40Z,"We propose PsiRec, a novel user preference propagation recommender that incorporates pseudo-implicit feedback for enriching the original sparse implicit feedback dataset. Three of the unique characteristics of PsiRec are: (i) it views user-item interactions as a bipartite graph and models pseudo-implicit feedback from this perspective; (ii) its random walks-based approach extracts graph structure information from this bipartite graph, toward estimating pseudo-implicit feedback; and (iii) it adopts a Skip-gram inspired measure of confidence in pseudo-implicit feedback that captures the pointwise mutual information between users and items. This pseudo-implicit feedback is ultimately incorporated into a new latent factor model to estimate user preference in cases of extreme sparsity. PsiRec results in improvements of 21.5% and 22.7% in terms of Precision@10 and Recall@10 over state-of-the-art Collaborative Denoising Auto-Encoders. Our implementation is available at https://github.com/heyunh2015/PsiRecICDM2018.",cs.IR; cs.SI,http://arxiv.org/abs/1901.00597v1,https://arxiv.org/pdf/1901.00597v1,"cat:cs.IR AND all:""implicit feedback""",data/raw/pdfs/1901.00597.pdf,data/processed/texts/1901.00597.txt,already_exists,extracted,29213,False
2002.09841v1,2002.09841,SetRank: A Setwise Bayesian Approach for Collaborative Ranking from Implicit Feedback,Chao Wang; Hengshu Zhu; Chen Zhu; Chuan Qin; Hui Xiong,2020,2020-02-23T06:40:48Z,2020-02-23T06:40:48Z,"The recent development of online recommender systems has a focus on collaborative ranking from implicit feedback, such as user clicks and purchases. Different from explicit ratings, which reflect graded user preferences, the implicit feedback only generates positive and unobserved labels. While considerable efforts have been made in this direction, the well-known pairwise and listwise approaches have still been limited by various challenges. Specifically, for the pairwise approaches, the assumption of independent pairwise preference is not always held in practice. Also, the listwise approaches cannot efficiently accommodate ""ties"" due to the precondition of the entire list permutation. To this end, in this paper, we propose a novel setwise Bayesian approach for collaborative ranking, namely SetRank, to inherently accommodate the characteristics of implicit feedback in recommender system. Specifically, SetRank aims at maximizing the posterior probability of novel setwise preference comparisons and can be implemented with matrix factorization and neural networks. Meanwhile, we also present the theoretical analysis of SetRank to show that the bound of excess risk can be proportional to $\sqrt{M/N}$, where $M$ and $N$ are the numbers of items and users, respectively. Finally, extensive experiments on four real-world datasets clearly validate the superiority of SetRank compared with various state-of-the-art baselines.",cs.IR; cs.LG; stat.ML,http://arxiv.org/abs/2002.09841v1,https://arxiv.org/pdf/2002.09841v1,"cat:cs.IR AND all:""implicit feedback""",data/raw/pdfs/2002.09841.pdf,data/processed/texts/2002.09841.txt,already_exists,extracted,42237,False
2606.19658v1,2606.19658,Denoising Implicit Feedback for Cold-start Recommendation,Gaode Chen; Shicheng Wang; Shikun Li; Rui Huang; Xinghua Zhang; Yunze Luo; Shipeng Li; Shiming Ge; Ruina Sun; Yinjie Jiang; Jun Zhang,2026,2026-06-17T23:50:45Z,2026-06-17T23:50:45Z,"Implicit feedback is widely used in recommender systems due to its accessibility and generality, yet it usually presents noisy samples (e.g., clickbait, position bias). Meanwhile, recommenders inevitably face the item cold-start problem due to the continuous influx of new items. We identify that cold items are more prone to noisy samples due to the aforementioned factors, and researchers often overlook the significance of denoising implicit feedback for cold items. Previous denoising studies usually identify noisy samples based on heuristic patterns, such as higher loss values, and mitigate noise through sample selection or re-weighting. However, these methods have limited adaptability and are ineffective in cold-start scenarios. To achieve denoising implicit feedback for cold-start recommendation, we propose a model-agnostic denoising method called DIF. First, user preferences for content remain stable, which allows us to infer pseudo-labels indicating whether a user is interested in a cold item through content-similar warm items. Furthermore, to improve pseudo-label accuracy, we model the confidence of pseudo-labels based on the content similarity between the cold item and warm items, and then aggregate multiple pseudo-labels for each sample. Finally, we explicitly estimate the uncertainty of the noisy sample label by considering its relative entropy and the cold-start status of the item, which adaptively guides the role of pseudo-labels to correct the noisy labels at the sample level. DIF's superiority is supported by both theoretical justification and extensive experiments on real-world datasets. The method has been deployed on a billion-user scale short video application Kuaishou and has significantly improved various commercial metrics within cold-start scenarios.",cs.AI; cs.IR; cs.MM,http://arxiv.org/abs/2606.19658v1,https://arxiv.org/pdf/2606.19658v1,"cat:cs.IR AND all:""implicit feedback""",data/raw/pdfs/2606.19658.pdf,data/processed/texts/2606.19658.txt,already_exists,extracted,47370,False
1205.2618v1,1205.2618,BPR: Bayesian Personalized Ranking from Implicit Feedback,Steffen Rendle; Christoph Freudenthaler; Zeno Gantner; Lars Schmidt-Thieme,2012,2012-05-09T18:25:09Z,2012-05-09T18:25:09Z,"Item recommendation is the task of predicting a personalized ranking on a set of items (e.g. websites, movies, products). In this paper, we investigate the most common scenario with implicit feedback (e.g. clicks, purchases). There are many methods for item recommendation from implicit feedback like matrix factorization (MF) or adaptive knearest-neighbor (kNN). Even though these methods are designed for the item prediction task of personalized ranking, none of them is directly optimized for ranking. In this paper we present a generic optimization criterion BPR-Opt for personalized ranking that is the maximum posterior estimator derived from a Bayesian analysis of the problem. We also provide a generic learning algorithm for optimizing models with respect to BPR-Opt. The learning method is based on stochastic gradient descent with bootstrap sampling. We show how to apply our method to two state-of-the-art recommender models: matrix factorization and adaptive kNN. Our experiments indicate that for the task of personalized ranking our optimization method outperforms the standard learning techniques for MF and kNN. The results show the importance of optimizing models for the right criterion.",cs.IR; cs.LG; stat.ML,http://arxiv.org/abs/1205.2618v1,https://arxiv.org/pdf/1205.2618v1,"cat:cs.IR AND all:""implicit feedback""",data/raw/pdfs/1205.2618.pdf,data/processed/texts/1205.2618.txt,already_exists,extracted,36614,True
1806.02056v2,1806.02056,Learning Hierarchical Item Categories from Implicit Feedback Data for Efficient Recommendations and Browsing,Farhan Khawar; Nevin L. Zhang,2018,2018-06-06T08:25:58Z,2019-06-21T07:20:20Z,"Searching, browsing, and recommendations are common ways in which the ""choice overload"" faced by users in the online marketplace can be mitigated. In this paper we propose the use of hierarchical item categories, obtained from implicit feedback data, to enable efficient browsing and recommendations. We present a method of creating hierarchical item categories from implicit feedback data only i.e., without any other information on the items like name, genre etc. Categories created in this fashion are based on users' co-consumption of items. Thus, they can be more useful for users in finding interesting and relevant items while they are browsing through the hierarchy. We also show that this item hierarchy can be useful in making category based recommendations, which makes the recommendations more explainable and increases the diversity of the recommendations without compromising much on the accuracy. Item hierarchy can also be useful in the creation of an automatic item taxonomy skeleton by bypassing manual labeling and annotation. This can especially be useful for small vendors. Our data-driven hierarchical categories are based on hierarchical latent tree analysis (HLTA) which has been previously used for text analysis. We present a scaled up learning algorithm \emph{HLTA-Forest} so that HLTA can be applied to implicit feedback data.",cs.IR; cs.AI,http://arxiv.org/abs/1806.02056v2,https://arxiv.org/pdf/1806.02056v2,"cat:cs.IR AND all:""implicit feedback""",data/raw/pdfs/1806.02056.pdf,data/processed/texts/1806.02056.txt,already_exists,extracted,44075,False
1905.09050v2,1905.09050,Beyond Alternating Updates for Matrix Factorization with Inertial Bregman Proximal Gradient Algorithms,Mahesh Chandra Mukkamala; Peter Ochs,2019,2019-05-22T10:09:54Z,2019-12-06T12:33:13Z,"Matrix Factorization is a popular non-convex optimization problem, for which alternating minimization schemes are mostly used. They usually suffer from the major drawback that the solution is biased towards one of the optimization variables. A remedy is non-alternating schemes. However, due to a lack of Lipschitz continuity of the gradient in matrix factorization problems, convergence cannot be guaranteed. A recently developed approach relies on the concept of Bregman distances, which generalizes the standard Euclidean distance. We exploit this theory by proposing a novel Bregman distance for matrix factorization problems, which, at the same time, allows for simple/closed form update steps. Therefore, for non-alternating schemes, such as the recently introduced Bregman Proximal Gradient (BPG) method and an inertial variant Convex--Concave Inertial BPG (CoCaIn BPG), convergence of the whole sequence to a stationary point is proved for Matrix Factorization. In several experiments, we observe a superior performance of our non-alternating schemes in terms of speed and objective value at the limit point.",math.OC; cs.CV; cs.IR; stat.ML,http://arxiv.org/abs/1905.09050v2,https://arxiv.org/pdf/1905.09050v2,"cat:cs.IR AND all:""matrix factorization""",data/raw/pdfs/1905.09050.pdf,data/processed/texts/1905.09050.txt,already_exists,extracted,84182,False
2512.03807v2,2512.03807,Algorithms for Boolean Matrix Factorization using Integer Programming and Heuristics,Christos Kolomvakis; Thomas Bobille; Arnaud Vandaele; Nicolas Gillis,2025,2025-12-03T13:55:54Z,2025-12-04T08:38:45Z,"Boolean matrix factorization (BMF) approximates a given binary input matrix as the product of two smaller binary factors. Unlike binary matrix factorization based on standard arithmetic, BMF employs the Boolean OR and AND operations for the matrix product, which improves interpretability and reduces the approximation error. It is also used in role mining and computer vision. In this paper, we first propose algorithms for BMF that perform alternating optimization (AO) of the factor matrices, where each subproblem is solved via integer programming (IP). We then design different approaches to further enhance AO-based algorithms by selecting an optimal subset of rank-one factors from multiple runs. To address the scalability limits of IP-based methods, we introduce new greedy and local-search heuristics. We also construct a new C++ data structure for Boolean vectors and matrices that is significantly faster than existing ones and is of independent interest, allowing our heuristics to scale to large datasets. We illustrate the performance of all our proposed methods and compare them with the state of the art on various real datasets, both with and without missing data, including applications in topic modeling and imaging.",cs.IR; eess.SP; math.OC; stat.ML,http://arxiv.org/abs/2512.03807v2,https://arxiv.org/pdf/2512.03807v2,"cat:cs.IR AND all:""matrix factorization""",data/raw/pdfs/2512.03807.pdf,data/processed/texts/2512.03807.txt,already_exists,extracted,57970,False
2106.07347v3,2106.07347,Zipf Matrix Factorization : Matrix Factorization with Matthew Effect Reduction,Hao Wang,2021,2021-06-01T00:44:34Z,2021-08-06T01:25:28Z,"Recommender system recommends interesting items to users based on users' past information history. Researchers have been paying attention to improvement of algorithmic performance such as MAE and precision@K. Major techniques such as matrix factorization and learning to rank are optimized based on such evaluation metrics. However, the intrinsic Matthew Effect problem poses great threat to the fairness of the recommender system, and the unfairness problem cannot be resolved by optimization of traditional metrics. In this paper, we propose a novel algorithm that incorporates Matthew Effect reduction with the matrix factorization framework. We demonstrate that our approach can boost the fairness of the algorithm and enhances performance evaluated by traditional metrics.",cs.IR,http://arxiv.org/abs/2106.07347v3,https://arxiv.org/pdf/2106.07347v3,"cat:cs.IR AND all:""matrix factorization""",data/raw/pdfs/2106.07347.pdf,data/processed/texts/2106.07347.txt,already_exists,extracted,14009,False
2112.03089v1,2112.03089,MatMat: Matrix Factorization by Matrix Fitting,Hao Wang,2021,2021-12-06T14:54:01Z,2021-12-06T14:54:01Z,"Matrix factorization is a widely adopted recommender system technique that fits scalar rating values by dot products of user feature vectors and item feature vectors. However, the formulation of matrix factorization as a scalar fitting problem is not friendly to side information incorporation or multi-task learning. In this paper, we replace the scalar values of the user rating matrix by matrices, and fit the matrix values by matrix products of user feature matrix and item feature matrix. Our framework is friendly to multitask learning and side information incorporation. We use popularity data as side information in our paper in particular to enhance the performance of matrix factorization techniques. In the experiment section, we prove the competence of our method compared with other approaches using both accuracy and fairness metrics. Our framework is an ideal substitute for tensor factorization in context-aware recommendation and many other scenarios.",cs.IR,http://arxiv.org/abs/2112.03089v1,https://arxiv.org/pdf/2112.03089v1,"cat:cs.IR AND all:""matrix factorization""",data/raw/pdfs/2112.03089.pdf,data/processed/texts/2112.03089.txt,already_exists,extracted,12457,False
1804.05482v2,1804.05482,Binary Matrix Factorization via Dictionary Learning,Ignacio Ramirez,2018,2018-04-16T02:36:24Z,2018-07-26T01:13:05Z,"Matrix factorization is a key tool in data analysis; its applications include recommender systems, correlation analysis, signal processing, among others. Binary matrices are a particular case which has received significant attention for over thirty years, especially within the field of data mining. Dictionary learning refers to a family of methods for learning overcomplete basis (also called frames) in order to efficiently encode samples of a given type; this area, now also about twenty years old, was mostly developed within the signal processing field. In this work we propose two binary matrix factorization methods based on a binary adaptation of the dictionary learning paradigm to binary matrices. The proposed algorithms focus on speed and scalability; they work with binary factors combined with bit-wise operations and a few auxiliary integer ones. Furthermore, the methods are readily applicable to online binary matrix factorization. Another important issue in matrix factorization is the choice of rank for the factors; we address this model selection problem with an efficient method based on the Minimum Description Length principle. Our preliminary results show that the proposed methods are effective at producing interpretable factorizations of various data types of different nature.",stat.ML; cs.CV; cs.IR; cs.IT; cs.LG,http://arxiv.org/abs/1804.05482v2,https://arxiv.org/pdf/1804.05482v2,"cat:cs.IR AND all:""matrix factorization""",data/raw/pdfs/1804.05482.pdf,data/processed/texts/1804.05482.txt,already_exists,extracted,42368,False
2004.04256v1,2004.04256,Federated Multi-view Matrix Factorization for Personalized Recommendations,Adrian Flanagan; Were Oyomno; Alexander Grigorievskiy; Kuan Eeik Tan; Suleiman A. Khan; Muhammad Ammad-Ud-Din,2020,2020-04-08T21:07:50Z,2020-04-08T21:07:50Z,"We introduce the federated multi-view matrix factorization method that extends the federated learning framework to matrix factorization with multiple data sources. Our method is able to learn the multi-view model without transferring the user's personal data to a central server. As far as we are aware this is the first federated model to provide recommendations using multi-view matrix factorization. The model is rigorously evaluated on three datasets on production settings. Empirical validation confirms that federated multi-view matrix factorization outperforms simpler methods that do not take into account the multi-view structure of the data, in addition, it demonstrates the usefulness of the proposed method for the challenging prediction tasks of cold-start federated recommendations.",cs.LG; cs.IR; stat.ML,http://arxiv.org/abs/2004.04256v1,https://arxiv.org/pdf/2004.04256v1,"cat:cs.IR AND all:""matrix factorization""",data/raw/pdfs/2004.04256.pdf,data/processed/texts/2004.04256.txt,already_exists,extracted,48386,False
2204.13016v1,2204.13016,RankMat : Matrix Factorization with Calibrated Distributed Embedding and Fairness Enhancement,Hao Wang,2022,2022-04-27T15:42:18Z,2022-04-27T15:42:18Z,"Matrix Factorization is a widely adopted technique in the field of recommender system. Matrix Factorization techniques range from SVD, LDA, pLSA, SVD++, MatRec, Zipf Matrix Factorization and Item2Vec. In recent years, distributed word embeddings have inspired innovation in the area of recommender systems. Word2vec and GloVe have been especially emphasized in many industrial application scenario such as Xiaomi's recommender system. In this paper, we propose a new matrix factorization inspired by the theory of power law and GloVe. Instead of the exponential nature of GloVe model, we take advantage of Pareto Distribution to model our loss function. Our method is explainable in theory and easy-to-implement in practice. In the experiment section, we prove our approach is superior to vanilla matrix factorization technique and comparable with GloVe-based model in both accuracy and fairness metrics.",cs.IR,http://arxiv.org/abs/2204.13016v1,https://arxiv.org/pdf/2204.13016v1,"cat:cs.IR AND all:""matrix factorization""",data/raw/pdfs/2204.13016.pdf,data/processed/texts/2204.13016.txt,already_exists,extracted,11469,False
1801.01708v1,1801.01708,Negative Binomial Matrix Factorization for Recommender Systems,Olivier Gouvert; Thomas Oberlin; Cédric Févotte,2018,2018-01-05T11:00:46Z,2018-01-05T11:00:46Z,"We introduce negative binomial matrix factorization (NBMF), a matrix factorization technique specially designed for analyzing over-dispersed count data. It can be viewed as an extension of Poisson matrix factorization (PF) perturbed by a multiplicative term which models exposure. This term brings a degree of freedom for controlling the dispersion, making NBMF more robust to outliers. We show that NBMF allows to skip traditional pre-processing stages, such as binarization, which lead to loss of information. Two estimation approaches are presented: maximum likelihood and variational Bayes inference. We test our model with a recommendation task and show its ability to predict user tastes with better precision than PF.",cs.LG; cs.IR; stat.ML,http://arxiv.org/abs/1801.01708v1,https://arxiv.org/pdf/1801.01708v1,"cat:cs.IR AND all:""matrix factorization""",data/raw/pdfs/1801.01708.pdf,data/processed/texts/1801.01708.txt,already_exists,extracted,29051,False
1405.0770v1,1405.0770,Attributes Coupling based Item Enhanced Matrix Factorization Technique for Recommender Systems,Yonghong Yu; Can Wang; Yang Gao,2014,2014-05-05T02:36:52Z,2014-05-05T02:36:52Z,"Recommender system has attracted lots of attentions since it helps users alleviate the information overload problem. Matrix factorization technique is one of the most widely employed collaborative filtering techniques in the research of recommender systems due to its effectiveness and efficiency in dealing with very large user-item rating matrices. Recently, based on the intuition that additional information provides useful insights for matrix factorization techniques, several recommendation algorithms have utilized additional information to improve the performance of matrix factorization methods. However, the majority focus on dealing with the cold start user problem and ignore the cold start item problem. In addition, there are few suitable similarity measures for these content enhanced matrix factorization approaches to compute the similarity between categorical items. In this paper, we propose attributes coupling based item enhanced matrix factorization method by incorporating item attribute information into matrix factorization technique as well as adapting the coupled object similarity to capture the relationship between items. Item attribute information is formed as an item relationship regularization term to regularize the process of matrix factorization. Specifically, the similarity between items is measured by the Coupled Object Similarity considering coupling between items. Experimental results on two real data sets show that our proposed method outperforms state-of-the-art recommendation algorithms and can effectively cope with the cold start item problem when more item attribute information is available.",cs.IR,http://arxiv.org/abs/1405.0770v1,https://arxiv.org/pdf/1405.0770v1,"cat:cs.IR AND all:""matrix factorization""",data/raw/pdfs/1405.0770.pdf,data/processed/texts/1405.0770.txt,already_exists,extracted,61465,False
1109.2271v3,1109.2271,Feature-Based Matrix Factorization,Tianqi Chen; Zhao Zheng; Qiuxia Lu; Weinan Zhang; Yong Yu,2011,2011-09-11T01:10:06Z,2011-12-29T02:05:01Z,"Recommender system has been more and more popular and widely used in many applications recently. The increasing information available, not only in quantities but also in types, leads to a big challenge for recommender system that how to leverage these rich information to get a better performance. Most traditional approaches try to design a specific model for each scenario, which demands great efforts in developing and modifying models. In this technical report, we describe our implementation of feature-based matrix factorization. This model is an abstract of many variants of matrix factorization models, and new types of information can be utilized by simply defining new features, without modifying any lines of code. Using the toolkit, we built the best single model reported on track 1 of KDDCup'11.",cs.AI; cs.IR,http://arxiv.org/abs/1109.2271v3,https://arxiv.org/pdf/1109.2271v3,"cat:cs.IR AND all:""matrix factorization""",data/raw/pdfs/1109.2271.pdf,data/processed/texts/1109.2271.txt,already_exists,extracted,18804,False
1708.03797v1,1708.03797,Hybrid Deep-Semantic Matrix Factorization for Tag-Aware Personalized Recommendation,Zhenghua Xu; Cheng Chen; Thomas Lukasiewicz; Yishu Miao,2017,2017-08-12T17:06:28Z,2017-08-12T17:06:28Z,"Matrix factorization has now become a dominant solution for personalized recommendation on the Social Web. To alleviate the cold start problem, previous approaches have incorporated various additional sources of information into traditional matrix factorization models. These upgraded models, however, achieve only ""marginal"" enhancements on the performance of personalized recommendation. Therefore, inspired by the recent development of deep-semantic modeling, we propose a hybrid deep-semantic matrix factorization (HDMF) model to further improve the performance of tag-aware personalized recommendation by integrating the techniques of deep-semantic modeling, hybrid learning, and matrix factorization. Experimental results show that HDMF significantly outperforms the state-of-the-art baselines in tag-aware personalized recommendation, in terms of all evaluation metrics, e.g., its mean reciprocal rank (resp., mean average precision) is 1.52 (resp., 1.66) times as high as that of the best baseline.",cs.IR,http://arxiv.org/abs/1708.03797v1,https://arxiv.org/pdf/1708.03797v1,"cat:cs.IR AND all:""matrix factorization""",data/raw/pdfs/1708.03797.pdf,data/processed/texts/1708.03797.txt,already_exists,extracted,25114,False
1708.02867v1,1708.02867,Simulated Annealing with Levy Distribution for Fast Matrix Factorization-Based Collaborative Filtering,Mostafa A. Shehata; Mohammad Nassef; Amr A. Badr,2017,2017-08-09T15:14:54Z,2017-08-09T15:14:54Z,"Matrix factorization is one of the best approaches for collaborative filtering, because of its high accuracy in presenting users and items latent factors. The main disadvantages of matrix factorization are its complexity, and being very hard to be parallelized, specially with very large matrices. In this paper, we introduce a new method for collaborative filtering based on Matrix Factorization by combining simulated annealing with levy distribution. By using this method, good solutions are achieved in acceptable time with low computations, compared to other methods like stochastic gradient descent, alternating least squares, and weighted non-negative matrix factorization.",cs.LG; cs.IR; stat.ML,http://arxiv.org/abs/1708.02867v1,https://arxiv.org/pdf/1708.02867v1,"cat:cs.IR AND all:""matrix factorization""",data/raw/pdfs/1708.02867.pdf,data/processed/texts/1708.02867.txt,already_exists,extracted,17673,False
2410.10381v4,2410.10381,Collaborative filtering based on nonnegative/binary matrix factorization,Yukino Terui; Yuka Inoue; Yohei Hamakawa; Kosuke Tatsumura; Kazue Kudo,2024,2024-10-14T11:10:15Z,2025-07-29T09:19:23Z,"Collaborative filtering generates recommendations by exploiting user-item similarities based on rating data, which often contains numerous unrated items. To predict scores for unrated items, matrix factorization techniques such as nonnegative matrix factorization (NMF) are often employed. Nonnegative/binary matrix factorization (NBMF), which is an extension of NMF, approximates a nonnegative matrix as the product of nonnegative and binary matrices. While previous studies have applied NBMF primarily to dense data such as images, this paper proposes a modified NBMF algorithm tailored for collaborative filtering with sparse data. In the modified method, unrated entries in the rating matrix are masked, enhancing prediction accuracy. Furthermore, utilizing a low-latency Ising machine in NBMF is advantageous in terms of the computation time, making the proposed method beneficial.",cond-mat.stat-mech; cs.IR; cs.LG,http://arxiv.org/abs/2410.10381v4,https://arxiv.org/pdf/2410.10381v4,"cat:cs.IR AND all:""matrix factorization""",data/raw/pdfs/2410.10381.pdf,data/processed/texts/2410.10381.txt,already_exists,extracted,33377,False
1603.05572v5,1603.05572,Supervised Matrix Factorization for Cross-Modality Hashing,Hong Liu; Rongrong Ji; Yongjian Wu; Gang Hua,2016,2016-03-17T16:51:44Z,2016-04-16T08:51:51Z,"Matrix factorization has been recently utilized for the task of multi-modal hashing for cross-modality visual search, where basis functions are learned to map data from different modalities to the same Hamming embedding. In this paper, we propose a novel cross-modality hashing algorithm termed Supervised Matrix Factorization Hashing (SMFH) which tackles the multi-modal hashing problem with a collective non-matrix factorization across the different modalities. In particular, SMFH employs a well-designed binary code learning algorithm to preserve the similarities among multi-modal original features through a graph regularization. At the same time, semantic labels, when available, are incorporated into the learning procedure. We conjecture that all these would facilitate to preserve the most relevant information during the binary quantization process, and hence improve the retrieval accuracy. We demonstrate the superior performance of SMFH on three cross-modality visual search benchmarks, i.e., the PASCAL-Sentence, Wiki, and NUS-WIDE, with quantitative comparison to various state-of-the-art methods",cs.IR,http://arxiv.org/abs/1603.05572v5,https://arxiv.org/pdf/1603.05572v5,"cat:cs.IR AND all:""matrix factorization""",data/raw/pdfs/1603.05572.pdf,data/processed/texts/1603.05572.txt,already_exists,extracted,30759,False
1405.6223v1,1405.6223,Coupled Item-based Matrix Factorization,Fangfang Li; Guandong Xu; Longbing Cao,2014,2014-04-08T00:42:16Z,2014-04-08T00:42:16Z,"The essence of the challenges cold start and sparsity in Recommender Systems (RS) is that the extant techniques, such as Collaborative Filtering (CF) and Matrix Factorization (MF), mainly rely on the user-item rating matrix, which sometimes is not informative enough for predicting recommendations. To solve these challenges, the objective item attributes are incorporated as complementary information. However, most of the existing methods for inferring the relationships between items assume that the attributes are ""independently and identically distributed (iid)"", which does not always hold in reality. In fact, the attributes are more or less coupled with each other by some implicit relationships. Therefore, in this pa-per we propose an attribute-based coupled similarity measure to capture the implicit relationships between items. We then integrate the implicit item coupling into MF to form the Coupled Item-based Matrix Factorization (CIMF) model. Experimental results on two open data sets demonstrate that CIMF outperforms the benchmark methods.",cs.LG; cs.IR,http://arxiv.org/abs/1405.6223v1,https://arxiv.org/pdf/1405.6223v1,"cat:cs.IR AND all:""matrix factorization""",data/raw/pdfs/1405.6223.pdf,data/processed/texts/1405.6223.txt,already_exists,extracted,28828,False
